School,Type_of_Organization,County,School_District,School_City,School_Zip_Code,School_Street,Number_of_Outlets_LT_15_ppb,Number_of_Outlets_GT_15_ppb,Any_Buildings_with_Lead_Free_Plumbing,Out_of_Service,Latitude,Longitude,Median_HH_income,County_population,County_White,County_Black_AfAm,County_Asian,County_Hispanic_Latino
K871,Public School,Kings,NYC DOE,Brooklyn,11201,67-69 SCHERMERHORN STREET,25,0,No,No,40.690951, -73.990844,93693,2504700,893306,799066,260129,496285
G A PERSELL MS,Public School,Chautauqua,JAMESTOWN CITY SCHOOL DISTRICT,JAMESTOWN,14701,375 BAKER ST,25,0,No,Yes,42.246904, -79.315313,35966,134905,120463,2763,676,8241
PS 307 EAST HIGH SCHOOL,Public School,Erie,BUFFALO CITY SCHOOLS,NA,NA,NA,100,12,No,Yes,42.888143, -78.795544,NA,919040,714156,119916,23621,41731
POLK STREET SCHOOL,Public School,Nassau,FRANKLIN SQ U F S,FRANKLIN SQUARE,11010,960 POLK AVE,70,0,No,Yes,40.715749, -73.601185,87130,1339532,877309,141305,101558,195355
K177,Public School,Kings,NYC DOE,Brooklyn,11204,346 AVENUE P,88,0,No,No,40.608169, -73.974425,45112,2504700,893306,799066,260129,496285
GREAT NECK/MANHASSSET PRE-K AT PARKVILLE PRE-K CTR,Public School,Nassau,GREAT NECK UNION FREE SCHOOL,NEW HYDE PARK,11040,10 CAMPBELL ST,2,0,No,Yes,40.715749, -73.601185,99793,1339532,877309,141305,101558,195355
UNATEGO ELEMENTARY SCHOOL,Public School,Otsego,OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,UNADILLA,13849,265 MAIN ST,29,5,No,Yes,42.564852, -75.060334,42056,62259,57734,958,660,1921
CATTARAUGUS-LITTLE VALLEY HS,Public School,Cattaraugus,CATTARAUGUS-LITTLE VALLEY CSD,CATTARAUGUS,14719,25 FRANKLIN ST N,128,21,No,Yes,42.224267, -78.606673,42109,80317,73849,966,524,1345
M199,Public School,New York,NYC DOE,Manhattan,10023,270 WEST 70 STREET,126,0,No,No,40.777603, -73.984423,105311,1585873,761493,205340,177624,403577
K190,Public School,Kings,NYC DOE,Brooklyn,11207,590 SHEFFIELD AVENUE,108,0,No,No,40.662243, -73.894877,32642,2504700,893306,799066,260129,496285
TAFT ELEM SCHOOL,Public School,Orange,WASHINGTONVILLE CENTRAL SCHOOL,WASHINGTONVILLE,10992,20 TOLEMAN RD,62,42,No,Yes,41.422459, -74.241929,90617,372813,254259,33895,8685,67185
K597,Public School,Kings,NYC DOE,Brooklyn,11204,2202 60th Street,42,0,No,No,40.616487, -73.978094,45112,2504700,893306,799066,260129,496285
K014,Public School,Kings,NYC DOE,Brooklyn,11235,2424 BATCHELDER STREET,99,0,No,No,40.593232, -73.938107,42298,2504700,893306,799066,260129,496285
LONGWOOD H S,Public School,Suffolk,LONGWOOD CENTRAL SCHOOL DISTRICT,MIDDLE ISLAND,11953,100 LONGWOOD RD,303,123,No,Yes,40.820237, -73.119032,67712,1493350,1068728,102117,50295,246239
X920,Public School,Bronx,NYC DOE,Bronx,10455,701 SAINT ANN'S AVENUE,4,0,No,No,40.818041, -73.911633,21379,1385108,151209,416695,47335,741413
Q792,Public School,Queens,NYC DOE,Queens,11367,141-25 77TH ROAD,17,0,No,No,40.720586, -73.819664,52199,2230722,616727,395881,508334,613750
KESHEQUA ELEM SCHOOL,Public School,Livingston,KESHEQUA CENTRAL SCHOOL DISTRICT,DALTON,14836,1716 CHURCH ST,48,0,No,No,42.763754, -77.765392,51217,65393,60296,1491,780,1802
X071,Public School,Bronx,NYC DOE,Bronx,10461,3040 ROBERTS AVENUE,101,0,No,No,40.845379, -73.829562,50329,1385108,151209,416695,47335,741413
WOODLAWN SCHOOL,Public School,Schenectady,SCHENECTADY CITY SCHOOLS,SCHENECTADY,12304,WELLS AVE,23,0,No,Yes,42.809233, -73.946838,42604,154727,119409,13528,4917,8827
MINERVA DELAND SCHOOL,Public School,Monroe,FAIRPORT CENTRAL SCHOOL,FAIRPORT,14450,140 HULBURT RD,54,16,No,Yes,43.161748, -77.620143,75970,744344,542034,107448,24023,54005
R470,Public School,Richmond,NYC DOE,Staten Island,10304,109 RHINE AVENUE,27,0,No,No,40.61062, -74.087072,51852,468730,300169,44313,34697,81051
NATHAN T HALL SCHOOL,Public School,Tioga,NEWARK VALLEY CENTRAL SCHOOL DISTRICT,NEWARK VALLEY,13811,86 WHIG ST,70,5,No,Yes,42.120252, -76.29595,50972,51125,49105,349,371,694
GOWANDA SHS,Public School,Cattaraugus,GOWANDA CENTRAL SCHOOL DISTRICT,GOWANDA,14070,10674 PROSPECT ST,145,61,No,Yes,42.224267, -78.606673,47167,80317,73849,966,524,1345
K309,Public School,Kings,NYC DOE,Brooklyn,11221,794 MONROE STREET,89,0,No,No,40.6881, -73.924422,37608,2504700,893306,799066,260129,496285
X150,Public School,Bronx,NYC DOE,Bronx,10459,920 EAST 167 STREET,140,0,No,No,40.82471, -73.894349,21913,1385108,151209,416695,47335,741413
LITTLE FALLS MIDDLE SCHOOL,Public School,Herkimer,LITTLE FALLS CITY SCHOOLS,LITTLE FALLS,13365,HIGH SCHOOL ROAD,48,1,No,Yes,43.070026, -74.994246,42837,64519,61690,640,325,1040
Q930,Public School,Queens,NYC DOE,Queens,11433,107-25 WREN PL,3,0,No,No,40.70084, -73.781839,43419,2230722,616727,395881,508334,613750
M164,Public School,New York,NYC DOE,Manhattan,10032,401 WEST 164 STREET,52,0,No,No,40.836982, -73.937263,36095,1585873,761493,205340,177624,403577
PHILLIPS AVENUE SCHOOL,Public School,Suffolk,RIVERHEAD CENTRAL SCHOOL,RIVERHEAD,11901,141 PHILLIPS AVE,50,0,No,Yes,40.820237, -73.119032,52455,1493350,1068728,102117,50295,246239
BROADALBIN-PERTH HIGH SCHOOL,Public School,Fulton,BROADALBIN-PERTH CENTRAL SCHOOLS,BROADALBIN,12025,100 BRIDGE ST,35,3,No,Yes,43.06014, -74.331296,56674,55531,52110,981,320,1263
K176,Public School,Kings,NYC DOE,Brooklyn,11219,1225 69 STREET,87,0,No,No,40.624835, -74.005205,34590,2504700,893306,799066,260129,496285
EAST ROCKAWAY J S H S,Public School,Nassau,EAST ROCKAWAY U F S,EAST ROCKAWAY,11518,443 OCEAN AVE,94,49,No,Yes,40.715749, -73.601185,95991,1339532,877309,141305,101558,195355
K540,Public School,Kings,NYC DOE,Brooklyn,11223,50 AVENUE X,157,0,No,No,40.58807, -73.981925,40960,2504700,893306,799066,260129,496285
E M BAKER SCHOOL,Public School,Nassau,GREAT NECK UNION FREE SCHOOL,GREAT NECK,11023,69 BAKER HILL RD,50,0,No,Yes,40.715749, -73.601185,105427,1339532,877309,141305,101558,195355
CLIFTON-FINE JSHS,Public School,St. Lawrence,CLIFTON FINE CENTRAL SCHOOL DISTRICT,STAR LAKE,13690,MAIN ST,44,8,No,Yes,44.689468, -75.242045,40673,111944,103943,2259,1074,2146
WEST SIDE SCHOOL,Public School,Suffolk,COLD SPRING HARBOR CENTRAL SCH,SYOSSET,11791,1597 LAUREL HOLLOW RD,72,0,No,Yes,40.820237, -73.119032,137796,1493350,1068728,102117,50295,246239
DIVISION STREET SCHOOL,Public School,Saratoga,SARATOGA SPRINGS CITY SCHOOLS,SARATOGA SPRINGS,12866,220 DIVISION ST,73,10,No,Yes,43.00894, -73.786779,64696,219607,203647,3053,3880,5279
PS 59 DR. CHARLES DREW SCIENCE MAGNET AND ANNEX,Public School,Erie,BUFFALO CITY SCHOOLS,BUFFALO,14211,1 MLK PARK,83,5,No,Yes,42.888143, -78.795544,23090,919040,714156,119916,23621,41731
X451,Public School,Bronx,NYC DOE,Bronx,10473,1980 LAFAYETTE AVENUE,1,0,No,No,40.821218, -73.85593,37616,1385108,151209,416695,47335,741413
NORTH TONAWANDA MIDDLE SCHOOL,Public School,Niagara,NORTH TONAWANDA CITY SCHOOLS,NORTH TONAWANDA,14120,455 MEADOW DR,128,18,No,Yes,43.134634, -78.856419,53118,216469,188907,14511,1807,4694
PAWLING ES,Public School,Dutchess,PAWLING CENTRAL SCHOOL DISTRICT,PAWLING,12564,7 HAIGHT ST,13,0,No,Yes,41.686216, -73.840468,79036,297488,221812,27395,10330,31267
TRI VALLEY ELEM SCHOOL,Public School,Sullivan,TRI VALLEY CENTRAL SCHOOL,GRAHAMSVILLE,12740,34 MOORE HILL RD.,79,87,No,Yes,41.705166, -74.711705,52083,77547,57780,6349,1033,10554
K049,Public School,Kings,NYC DOE,Brooklyn,11206,223 GRAHAM AVENUE,82,0,No,No,40.709765, -73.944463,28584,2504700,893306,799066,260129,496285
K175,Public School,Kings,NYC DOE,Brooklyn,11212,226 BRISTOL STREET,64,0,No,No,40.665568, -73.912102,27901,2504700,893306,799066,260129,496285
WEST CARTHAGE ELEM SCHOOL,Public School,Jefferson,CARTHAGE CENTRAL SCHOOL,CARTHAGE,13619,21568 COLE RD,110,0,No,Yes,44.019295, -75.898971,45632,116229,99682,5475,1464,6143
UNION EAST ES,Public School,Erie,CHEEKTOWAGA CENTRAL SCHOOL,CHEEKTOWAGA,14225,3550 UNION RD,79,17,No,Yes,42.888143, -78.795544,45443,919040,714156,119916,23621,41731
DUNDEE ELEM SCHOOL,Public School,Yates,DUNDEE CENTRAL SCHOOL,DUNDEE,14837,55 WATER ST,57,0,No,Yes,42.634338, -77.078311,46197,25348,24371,196,96,421
LOCKHART ELEM SCHOOL,Public School,Nassau,MASSAPEQUA UNION FREE SCHOOL,MASSAPEQUA,11758,199 PITTSBURG AVE,45,0,No,Yes,40.715749, -73.601185,105349,1339532,877309,141305,101558,195355
WHITE PLAINS S H S,Public School,Westchester,WHITE PLAINS CITY SCHOOLS,WHITE PLAINS,10605,550 NORTH ST,323,12,No,Yes,41.039278, -73.805386,105801,949113,544563,126585,51123,207032
PARKWAY SCHOOL,Public School,Nassau,EAST MEADOW UNION FREE SCHOOL,EAST MEADOW,11554,465 BELLMORE RD,31,0,No,Yes,40.715749, -73.601185,93607,1339532,877309,141305,101558,195355
M625,Public School,New York,NYC DOE,Manhattan,10019,439 WEST 49TH STREET,113,0,No,No,40.763655, -73.990318,80519,1585873,761493,205340,177624,403577
POWELLS LANE SCHOOL,Public School,Nassau,WESTBURY UNION FREE SCHOOLS,WESTBURY,11590,603 POWELLS LANE,37,0,No,Yes,40.715749, -73.601185,86540,1339532,877309,141305,101558,195355
SLOATSBURG ELEM SCHOOL,Public School,Rockland,RAMAPO CENTRAL SCHOOLS,SLOATSBURG,10974,11 SECOND ST,81,3,No,Yes,41.127287, -74.017033,91750,311687,203670,34623,19099,48783
X148,Public School,Bronx,NYC DOE,Bronx,10456,3630 THIRD AVENUE,145,0,No,No,40.833493, -73.903951,22604,1385108,151209,416695,47335,741413
X839,Public School,Bronx,NYC DOE,Bronx,10462,2040 ANTIN PL,50,0,No,No,40.851577, -73.864438,46001,1385108,151209,416695,47335,741413
X411,Public School,Bronx,NYC DOE,Bronx,10457,240 EAST 172 STREET,1,0,No,No,40.839307, -73.911366,24445,1385108,151209,416695,47335,741413
RED MILL SCHOOL,Public School,Rensselaer,EAST GREENBUSH CENTRAL SCHOOL,RENSSELAER,12144,225 MCCULLOCH PL,87,29,No,Yes,42.70098, -73.628669,61479,159429,136555,9592,3469,6080
THOMAS J LAHEY ELEM SCHOOL,Public School,Suffolk,HARBORFIELDS CENTRAL SCHOOL,GREENLAWN,11740,PULASKI RD,72,0,No,Yes,40.820237, -73.119032,106250,1493350,1068728,102117,50295,246239
GARDNERTOWN FUNDEMENTAL MAGNET SCHOOL,Public School,Orange,NEWBURGH ENLARGED CITY SCHOOL DISTRICT,NEWBURGH,12550,6 PLATTEKILL TPKE,71,3,No,Yes,41.422459, -74.241929,55036,372813,254259,33895,8685,67185
MONROE BOCES-FORMAN FAIRPORT,BOCES School,Monroe,BOCES No District Name,FAIRPORT,14450,41 O'CONNOR RD,98,0,No,Yes,43.161748, -77.620143,75970,744344,542034,107448,24023,54005
M149,Public School,New York,NYC DOE,Manhattan,10026,34 WEST 118 STREET,167,0,No,No,40.802649, -73.948088,42058,1585873,761493,205340,177624,403577
GILBOA CONESVILLE CENTRAL SCHOOL,Public School,Schoharie,GILBOA CONESVILLE CENT SCH,GILBOA,12076,132 WYCKOFF RD,129,0,No,No,42.643426, -74.434606,56422,32749,30742,394,217,924
K199,Public School,Kings,NYC DOE,Brooklyn,11230,1100 ELM AVENUE,77,0,No,No,40.61631, -73.963026,42568,2504700,893306,799066,260129,496285
BAYVILLE PRIMARY SCHOOL,Public School,Nassau,LOCUST VALLEY CENTRAL SCHOOL,Bayville,11709,GODFREY AVE,51,2,No,Yes,40.715749, -73.601185,90096,1339532,877309,141305,101558,195355
GREATER SOUTHERN TIER BOCES COOPERS 10 MODULAR CLASSROOMS  (LEAD ONLY),BOCES School,Schuyler,BOCES No District Name,PAINTED POST,14870,1 VOCATIONAL DRIVE,1,0,No,Yes,42.38593, -76.872032,54555,18343,17646,143,51,234
EAGLE DRIVE ELEM SCHOOL,Public School,Suffolk,PATCHOGUE-MEDFORD U F SCH,MEDFORD,11763,1000 WAVE AVE,38,0,No,Yes,40.820237, -73.119032,88125,1493350,1068728,102117,50295,246239
WEBUTUCK ELEMENTARY SCHOOL,Public School,Dutchess,NORTHEAST CENTRAL SCHOOL DISTRICT,AMENIA,12501,HAIGHT RD,52,1,No,Yes,41.686216, -73.840468,61875,297488,221812,27395,10330,31267
EASTCHESTER J H S,Public School,Westchester,EASTCHESTER UNION FREE SCHOOL,EASTCHESTER,10707,550 WHITE PLAINS RD,28,19,No,Yes,41.039278, -73.805386,96691,949113,544563,126585,51123,207032
LEDGEVIEW ES,Public School,Erie,CLARENCE CENTRAL SCHOOL,CLARENCE,14031,5150 OLD GOODRICH RD,97,6,No,Yes,42.888143, -78.795544,66887,919040,714156,119916,23621,41731
PERRY HIGH SCHOOL,Public School,Wyoming,PERRY CENTRAL SCHOOL,PERRY,14530,33 WATKINS AVE,20,0,This school has one or more lead-free buildings,Yes,42.723641, -78.204473,44769,42155,38042,2233,156,1244
MARLBORO ELEMENTARY SCHOOL,Public School,Ulster,MARLBORO CENTRAL SCHOOL,MARLBORO,12542,1380 RT 9W,156,0,No,Yes,41.848374, -74.099412,61943,182493,149099,9982,3060,15909
KENMORE WEST HIGH SCHOOL,Public School,Erie,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,KENMORE,14223,33 HIGHLAND PKWY,203,43,No,Yes,42.888143, -78.795544,57756,919040,714156,119916,23621,41731
HALF HOLLOW HILLS H S-WEST,Public School,Suffolk,HALF HOLLOW HILLS CENTRAL SCH,DIX HILLS,11746,375 WOLF HILL RD,49,0,No,Yes,40.820237, -73.119032,96499,1493350,1068728,102117,50295,246239
BYRON BERGEN ELEM SCHOOL,Public School,Genesee,BYRON BERGEN CENTRAL SCHOOL,BERGEN,14416,6971 WEST BERGEN RD,53,0,No,Yes,43.000121, -78.172679,61145,60079,54990,1491,355,1616
DAWNWOOD J H S,Public School,Suffolk,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,CENTEREACH,11720,10 43RD ST,22,0,No,Yes,40.820237, -73.119032,94307,1493350,1068728,102117,50295,246239
K020,Public School,Kings,NYC DOE,Brooklyn,11205,225 ADELPHI STREET,178,0,No,No,40.690742, -73.970896,42434,2504700,893306,799066,260129,496285
Q924,Public School,Queens,NYC DOE,Queens,11356,128-02 7 AVENUE,4,0,No,No,40.789926, -73.839505,59289,2230722,616727,395881,508334,613750
ST JAMES ELEM SCHOOL,Public School,Suffolk,SMITHTOWN CENTRAL SCHOOL DISTRICT,ST JAMES,11780,580 Lake AV,44,0,No,Yes,40.820237, -73.119032,108073,1493350,1068728,102117,50295,246239
WESTERN SUFFOLK BOCES MANOR PLAINS SCHOOL (LEAD ONLY),BOCES School,Suffolk,BOCES No District Name,HUNNINGTON,11743,200 LITTLE PLAINS ROAD,23,0,No,Yes,40.820237, -73.119032,113535,1493350,1068728,102117,50295,246239
K239,Public School,Kings,NYC DOE,Brooklyn,11224,2401 NEPTUNE AVENUE,85,0,No,No,40.57864, -73.992447,31415,2504700,893306,799066,260129,496285
X054,Public School,Bronx,NYC DOE,Bronx,10458,2703 WEBSTER AVENUE,123,0,No,No,40.864872, -73.88794,24478,1385108,151209,416695,47335,741413
FRESHMAN CENTER,Public School,Suffolk,BRENTWOOD UNION FREE SCHOOL,BRENTWOOD,11717,LEAHY AVE,21,0,No,Yes,40.820237, -73.119032,68937,1493350,1068728,102117,50295,246239
WAVERLY HIGH SCHOOL,Public School,Tioga,WAVERLY CENTRAL SCHOOL,WAVERLY,14892,1 FREDERICK ST,NA,NA,This school has one or more lead-free buildings,No,42.120252, -76.29595,49265,51125,49105,349,371,694
GLENS FALLS MIDDLE,Public School,Warren,GLENS FALLS CITY SCHOOLS,GLENS FALLS,12801,20 QUADE ST,73,1,No,Yes,43.403024, -73.716044,43533,65707,62585,556,449,1178
BIRCH SCHOOL,Public School,Nassau,MERRICK UNION FREE SCHOOL,MERRICK,11566,2400 CENTRAL PKWY,58,0,No,Yes,40.715749, -73.601185,126889,1339532,877309,141305,101558,195355
X430,Public School,Bronx,NYC DOE,Bronx,10468,2780 RESERVOIR AVENUE,184,0,No,No,40.869061, -73.897066,32985,1385108,151209,416695,47335,741413
EASTERN SUFFOLK BOCES MILLIKEN (ISLIP) TECH CENTER (LEAD ONLY),BOCES School,Suffolk,BOCES No District Name,OAKDALE,11796,375 LOCUST AVE,160,4,No,Yes,40.820237, -73.119032,102500,1493350,1068728,102117,50295,246239
WILLOW ROAD SCHOOL,Public School,Nassau,VALLEY STR HEMP 13 U F S,FRANKLIN SQUARE,11010,880 CATALPA DR,114,0,No,Yes,40.715749, -73.601185,87130,1339532,877309,141305,101558,195355
K091,Public School,Kings,NYC DOE,Brooklyn,11203,532 ALBANY AVENUE,70,0,No,No,40.661806, -73.940707,49002,2504700,893306,799066,260129,496285
M827,Public School,New York,NYC DOE,Manhattan,10018,500 8 AVENUE,29,0,No,No,40.753038, -73.992405,87813,1585873,761493,205340,177624,403577
LYONS HIGH SCHOOL,Public School,Wayne,LYONS CENTRAL SCHOOL,LYONS,14489,10 OLD CLYDE RD,49,2,No,Yes,43.144336, -77.117995,42088,93772,85318,2743,465,3476
FLANDERS ELEM SCHOOL,Public School,Franklin,MALONE CENTRAL SCHOOL,MALONE,12953,E MAIN ST,39,0,No,Yes,44.705699, -74.340621,49363,51599,42640,2834,215,1506
NORTH COLLINS J S H S,Public School,Erie,NORTH COLLINS CENTRAL SCHOOL,NORTH COLLINS,14111,2045 SCHOOL ST,141,0,No,No,42.888143, -78.795544,53281,919040,714156,119916,23621,41731
K434,Public School,Kings,NYC DOE,Brooklyn,11214,1485 PACIFIC STREET,183,4,No,Yes,40.65642, -73.950691,41246,2504700,893306,799066,260129,496285
WATERMAN ELEM SCHOOL,Public School,Onondaga,SKANEATELES CENTRAL SCHOOL,SKANEATELES,13152,EAST ST,79,17,No,Yes,43.065629, -76.168033,83234,467026,370040,48696,14370,18829
WATSON WILLIAMS ES,Public School,Oneida,UTICA CITY SCHOOLS,UTICA,13501,107 ELMWOOD PL,84,0,No,No,43.149482, -75.361773,30581,234878,199254,13682,6522,10819
GANANDA MIDDLE SCHOOL,Public School,Wayne,GANANDA CENTRAL SCHOOL,WALWORTH,14568,1500 DAYSPRING RIDGE,60,16,No,Yes,43.144336, -77.117995,76544,93772,85318,2743,465,3476
Q636,Public School,Queens,NYC DOE,Queens,11419,94-25 117TH STREET,30,0,No,No,40.693013, -73.829409,53815,2230722,616727,395881,508334,613750
HEIM MS,Public School,Erie,WILLIAMSVILLE CENTRAL SCHOOL,WILLIAMSVILLE,14221,175 HEIM RD,163,43,No,Yes,42.888143, -78.795544,75702,919040,714156,119916,23621,41731
X095,Public School,Bronx,NYC DOE,Bronx,10463,3961 HILLMAN AVENUE,151,0,No,No,40.883049, -73.891664,53282,1385108,151209,416695,47335,741413
SCHOOL 17 ENRICO FERMI,Public School,Monroe,ROCHESTER CITY SCHOOLS,ROCHESTER,14611,158 ORCHARD ST,140,1,No,Yes,43.161748, -77.620143,23320,744344,542034,107448,24023,54005
X373,Public School,Bronx,NYC DOE,Bronx,10467,3560 WEBSTER AVENUE,33,0,No,No,40.881076, -73.870212,35358,1385108,151209,416695,47335,741413
X018,Public School,Bronx,NYC DOE,Bronx,10451,502 MORRIS AVENUE,137,0,No,No,40.816369, -73.922697,26541,1385108,151209,416695,47335,741413
X970,Public School,Bronx,NYC DOE,Bronx,10457,1595 BATHGATE AVENUE,102,0,No,No,40.839508, -73.901774,24445,1385108,151209,416695,47335,741413
M178,Public School,New York,NYC DOE,Manhattan,10040,12-18 ELLWOOD STREET,98,0,No,No,40.85924, -73.928301,40385,1585873,761493,205340,177624,403577
K692,Public School,Kings,NYC DOE,Brooklyn,11215,305-307 THIRD AVENUE,26,0,No,No,40.676679, -73.986646,93184,2504700,893306,799066,260129,496285
WILLIAM FLOYD MIDDLE SCHOOL,Public School,Suffolk,WILLIAM FLOYD U F SCHOOL,MORICHES,11955,630 MORICHES-MIDDLE ISLAND RD,211,0,No,Yes,40.820237, -73.119032,67256,1493350,1068728,102117,50295,246239
Q694,Public School,Queens,NYC DOE,Queens,11375,93-02 69 AVENUE,2,0,No,No,40.714888, -73.852398,72538,2230722,616727,395881,508334,613750
K234,Public School,Kings,NYC DOE,Brooklyn,11229,1875 EAST 17 STREET,106,0,No,No,40.604447, -73.955217,49629,2504700,893306,799066,260129,496285
GREENBURGH ACADEMY,Public School,Westchester,GREENBURGH-NORTH CASTLE UFSD,YONKERS,10703,108 SHONNARD PLACE,9,0,No,No,41.039278, -73.805386,57466,949113,544563,126585,51123,207032
CORINTH ELEMENTARY SCHOOL,Public School,Saratoga,CORINTH CENTRAL SCHOOL,CORINTH,12822,105 OAK ST,120,9,No,Yes,43.00894, -73.786779,51433,219607,203647,3053,3880,5279
ONONDAGA H S,Public School,Onondaga,ONONDAGA CENTRAL SCHOOL,NEDROW,13120,4479 S ONONDAGA RD,65,0,No,No,43.065629, -76.168033,51319,467026,370040,48696,14370,18829
SCHOOL 97 VANGUARD COLLEGIATE HIGH SCHOOL,Public School,Monroe,ROCHESTER CITY SCHOOLS,ROCHESTER,14621,950 NORTON STREET,47,3,No,Yes,43.161748, -77.620143,24070,744344,542034,107448,24023,54005
WEST PATENT ELEM SCHOOL,Public School,Westchester,BEDFORD CENTRAL SCHOOL,BEDFORD HILLS,10507,80 WEST PATENT RD,108,19,No,Yes,41.039278, -73.805386,69238,949113,544563,126585,51123,207032
R831,Public School,Richmond,NYC DOE,Staten Island,10301,211 DANIEL LOW TERRACE,23,0,No,No,40.638993, -74.079438,54792,468730,300169,44313,34697,81051
JERICHO MS,Public School,Nassau,JERICHO UNION FREE SCHOOL,JERICHO,11753,99 CEDAR SWAMP RD,60,27,No,Yes,40.715749, -73.601185,152862,1339532,877309,141305,101558,195355
ALDEN INTERMEDIATE SCHOOL,Public School,Erie,ALDEN CENTRAL SCHOOL,ALDEN,14004,1648 CRITTENDEN ROAD,75,0,No,Yes,42.888143, -78.795544,59255,919040,714156,119916,23621,41731
ALDEN MIDDLE SCHOOL,Public School,Erie,ALDEN CENTRAL SCHOOL,ALDEN,14004,13250 PARK STREET,62,0,No,Yes,42.888143, -78.795544,59255,919040,714156,119916,23621,41731
FAIRLEY SCHOOL,Public School,Oswego,HANNIBAL CENTRAL SCHOOL,HANNIBAL,13074,953 AUBURN ST,166,1,No,Yes,43.39123, -76.31133,48338,122109,116091,862,709,2552
FIFTH AVENUE SCHOOL,Public School,Suffolk,BAY SHORE UNION FREE SCHOOL,BAY SHORE,11706,217 FIFTH AVE,36,0,No,Yes,40.820237, -73.119032,76052,1493350,1068728,102117,50295,246239
Q404,Public School,Queens,NYC DOE,Queens,11101,1-50 51ST AVENUE,174,0,No,No,40.742964, -73.959183,43909,2230722,616727,395881,508334,613750
WALTON HS,Public School,Delaware,WALTON CENTRAL SCHOOL DISTRICT,WALTON,13856,47-49 STOCKTON AVE,106,19,No,Yes,42.242972, -74.997944,35560,47980,44706,691,363,1560
K896,Public School,Kings,NYC DOE,Brooklyn,11215,180 7 AVENUE,16,0,No,No,40.671816, -73.978633,93184,2504700,893306,799066,260129,496285
DELAWARE SCHOOL,Public School,Onondaga,SYRACUSE CITY SCHOOLS,SYRACUSE,13204,900 S GEDDES ST,85,0,No,No,43.065629, -76.168033,26271,467026,370040,48696,14370,18829
WARSAW ELEM SCHOOL,Public School,Wyoming,WARSAW CENTRAL SCHOOL,WARSAW,14569,WEST BUFFALO ST,55,0,No,Yes,42.723641, -78.204473,41466,42155,38042,2233,156,1244
MCGRAW HS,Public School,Cortland,MCGRAW CENTRAL SCHOOL DISTRICT,MCGRAW,13101,W ACADEMY ST,81,0,No,Yes,42.597101, -76.143291,54700,49336,46252,705,412,1094
M280,Public School,New York,NYC DOE,Manhattan,10027,35 WEST 124TH STREET,54,0,No,No,40.806262, -73.943951,35694,1585873,761493,205340,177624,403577
ERIE 2 BOCES HEWES EDUCATION CENTER D BLDG (LEAD ONLY),BOCES School,Erie,BOCES No District Name,ASHVILLE,14710,2165 NORTH MAPLE STREET,5,0,No,Yes,42.888143, -78.795544,53563,919040,714156,119916,23621,41731
LAKE PLACID ELEM SCHOOL,Public School,Essex,LAKE PLACID CENTRAL SCHOOL,LAKE PLACID,12946,318 OLD MILITARY RD,14,0,No,Yes,44.166026, -73.685145,52736,39370,36588,982,260,993
NIAGARA FALLS HS,Public School,Niagara,NIAGARA FALLS CITY SCHOOLS,NIAGARA FALLS,14305,4455 PORTER RD,342,13,No,Yes,43.134634, -78.856419,34208,216469,188907,14511,1807,4694
SALMON RIVER SHS,Public School,Franklin,SALMON RIVER CENTRAL SCHOOL,FT COVINGTON,12937,SALMON RIVER SHS,27,18,No,Yes,44.705699, -74.340621,48190,51599,42640,2834,215,1506
SCHOOL 13,Public School,Westchester,YONKERS CITY SCHOOLS,YONKERS,10705,MCLEAN AVE,108,3,No,Yes,41.039278, -73.805386,45352,949113,544563,126585,51123,207032
AMAGANSETT ELEM SCHOOL,Public School,Suffolk,AMAGANSETT UNION FREE SCHOOL,AMAGANSETT,11930,320 MAIN ST,38,0,No,No,40.820237, -73.119032,78542,1493350,1068728,102117,50295,246239
ELLIS B HYDE ELEM SCHOOL,Public School,Livingston,DANSVILLE CENTRAL SCHOOL,DANSVILLE,14437,MAIN ST,43,0,No,Yes,42.763754, -77.765392,48696,65393,60296,1491,780,1802
